user.index,day,notif_type,decision.index,selfeff_intake_r,n,total_steps
14,26,Sedentary,133.0,13,12,791.0
14,0,Active,136.0,13,1,0.0
14,0,Active,137.0,13,1,0.0
14,0,Active,138.0,13,1,0.0
14,27,Sedentary,140.0,13,29,1359.0
14,0,Active,141.0,13,1,0.0
14,27,Active,142.0,13,4,47.0
14,28,Active,148.0,13,2,19.0
14,28,Sedentary,149.0,13,4,39.0
14,29,Active,155.0,13,16,261.0
14,30,Active,155.0,13,28,796.0
14,30,Active,156.0,13,10,249.0
14,30,Active,159.0,13,13,590.0
14,0,Sedentary,162.0,13,1,0.0
14,31,Active,163.0,13,7,588.0
14,31,Sedentary,165.0,13,1,21.0
14,32,Sedentary,165.0,13,6,92.0
14,0,Active,166.0,13,1,0.0
14,0,Active,173.0,13,1,0.0
14,0,Active,175.0,13,1,0.0
14,0,Sedentary,176.0,13,1,0.0
14,0,Active,179.0,13,1,0.0
14,0,Sedentary,180.0,13,1,0.0
14,0,Sedentary,181.0,13,1,0.0
14,0,Active,182.0,13,1,0.0
14,0,Active,183.0,13,1,0.0
14,0,Active,186.0,13,1,0.0
14,0,Active,187.0,13,1,0.0
14,0,Active,188.0,13,1,0.0
14,0,Sedentary,190.0,13,1,0.0
14,0,Sedentary,193.0,13,1,0.0
14,0,Sedentary,194.0,13,1,0.0
14,0,Sedentary,195.0,13,1,0.0
14,0,Sedentary,196.0,13,1,0.0
14,0,Active,197.0,13,1,0.0
14,0,Active,198.0,13,1,0.0
14,0,Sedentary,201.0,13,1,0.0
14,0,Active,203.0,13,1,0.0
14,0,Sedentary,205.0,13,1,0.0
14,0,Active,208.0,13,1,0.0
14,0,Active,209.0,13,1,0.0
14,0,Sedentary,210.0,13,1,0.0
14,0,Active,211.0,13,1,0.0
14,0,Sedentary,212.0,13,1,0.0
14,0,Active,213.0,13,1,0.0
14,0,Active,218.0,13,1,0.0
14,0,Active,219.0,13,1,0.0
14,0,Sedentary,222.0,13,1,0.0
14,0,Sedentary,224.0,13,1,0.0
14,0,Sedentary,226.0,13,1,0.0
14,0,Sedentary,227.0,13,1,0.0
14,0,Active,230.0,13,1,0.0
14,0,Sedentary,236.0,13,1,0.0
14,0,Sedentary,238.0,13,1,0.0
14,0,Sedentary,239.0,13,1,0.0
14,0,Sedentary,241.0,13,1,0.0
14,0,Active,245.0,13,1,0.0
14,0,Active,246.0,13,1,0.0
14,0,Active,248.0,13,1,0.0
14,0,Active,253.0,13,1,0.0
14,0,Sedentary,254.0,13,1,0.0
14,0,Sedentary,256.0,13,1,0.0
14,0,Active,257.0,13,1,0.0
14,0,Active,261.0,13,1,0.0
14,0,Active,262.0,13,1,0.0
14,0,Active,264.0,13,1,0.0
15,1,Sedentary,0.0,10,45,758.0
15,0,Active,1.0,10,1,0.0
15,0,Sedentary,3.0,10,1,0.0
15,0,Sedentary,4.0,10,1,0.0
15,0,Sedentary,5.0,10,1,0.0
15,0,Sedentary,6.0,10,1,0.0
15,0,Active,7.0,10,1,0.0
15,0,Sedentary,8.0,10,1,0.0
15,0,Active,9.0,10,1,0.0
15,0,Sedentary,10.0,10,1,0.0
15,0,Sedentary,11.0,10,1,0.0
15,0,Sedentary,12.0,10,1,0.0
15,0,Sedentary,13.0,10,1,0.0
15,0,Sedentary,14.0,10,1,0.0
15,0,Sedentary,15.0,10,1,0.0
15,0,Sedentary,16.0,10,1,0.0
15,0,Sedentary,18.0,10,1,0.0
15,0,Sedentary,20.0,10,1,0.0
15,0,Sedentary,21.0,10,1,0.0
15,0,Active,22.0,10,1,0.0
15,0,Sedentary,23.0,10,1,0.0
15,0,Active,24.0,10,1,0.0
15,0,Sedentary,27.0,10,1,0.0
15,0,Sedentary,28.0,10,1,0.0
15,0,Sedentary,30.0,10,1,0.0
15,0,Active,31.0,10,1,0.0
15,0,Sedentary,33.0,10,1,0.0
15,0,Active,34.0,10,1,0.0
15,0,Sedentary,35.0,10,1,0.0
15,0,Sedentary,37.0,10,1,0.0
15,0,Sedentary,38.0,10,1,0.0
15,0,Active,39.0,10,1,0.0
15,0,Sedentary,40.0,10,1,0.0
15,0,Sedentary,41.0,10,1,0.0
15,2,Active,44.0,10,50,3296.0
15,0,Sedentary,46.0,10,1,0.0
15,0,Sedentary,47.0,10,1,0.0
15,0,Sedentary,49.0,10,1,0.0
15,0,Sedentary,51.0,10,1,0.0
15,0,Sedentary,54.0,10,1,0.0
15,0,Sedentary,55.0,10,1,0.0
15,0,Active,56.0,10,1,0.0
15,0,Sedentary,57.0,10,1,0.0
15,0,Sedentary,59.0,10,1,0.0
15,0,Sedentary,60.0,10,1,0.0
15,0,Sedentary,61.0,10,1,0.0
15,0,Sedentary,62.0,10,1,0.0
15,0,Sedentary,63.0,10,1,0.0
15,0,Sedentary,64.0,10,1,0.0
15,0,Sedentary,66.0,10,1,0.0
15,0,Active,67.0,10,1,0.0
15,0,Sedentary,68.0,10,1,0.0
15,0,Sedentary,69.0,10,1,0.0
15,0,Active,72.0,10,1,0.0
15,0,Sedentary,76.0,10,1,0.0
15,0,Active,77.0,10,1,0.0
15,0,Sedentary,79.0,10,1,0.0
15,0,Sedentary,80.0,10,1,0.0
15,0,Sedentary,81.0,10,1,0.0
15,0,Active,82.0,10,1,0.0
15,0,Sedentary,83.0,10,1,0.0
15,0,Sedentary,85.0,10,1,0.0
15,0,Sedentary,86.0,10,1,0.0
15,0,Sedentary,87.0,10,1,0.0
15,0,Sedentary,88.0,10,1,0.0
15,0,Sedentary,89.0,10,1,0.0
15,0,Sedentary,93.0,10,1,0.0
15,3,Active,94.0,10,146,5770.0
15,3,Sedentary,95.0,10,123,4035.0
15,3,Active,97.0,10,11,175.0
15,0,Sedentary,99.0,10,1,0.0
15,0,Sedentary,103.0,10,1,0.0
15,0,Active,104.0,10,1,0.0
15,0,Sedentary,106.0,10,1,0.0
15,0,Active,108.0,10,1,0.0
15,0,Sedentary,110.0,10,1,0.0
15,0,Sedentary,111.0,10,1,0.0
15,4,Sedentary,113.0,10,21,356.0
15,4,Active,114.0,10,45,1409.0
15,4,Sedentary,115.0,10,47,1540.0
15,4,Sedentary,117.0,10,8,275.0
15,4,Sedentary,118.0,10,8,89.0
15,5,Sedentary,118.0,10,34,293.0
15,5,Active,119.0,10,140,2993.0
15,5,Sedentary,120.0,10,122,2085.0
15,5,Sedentary,121.0,10,46,1055.0
15,5,Sedentary,122.0,10,12,128.0
15,5,Sedentary,123.0,10,41,316.0
15,6,Sedentary,123.0,10,92,2613.0
15,6,Sedentary,124.0,10,98,1787.0
15,6,Sedentary,125.0,10,27,845.0
15,6,Sedentary,126.0,10,58,1721.0
15,6,Sedentary,128.0,10,36,228.0
15,7,Sedentary,128.0,10,52,802.0
15,7,Sedentary,129.0,10,45,408.0
15,7,Sedentary,130.0,10,4,11.0
15,7,Sedentary,131.0,10,30,1013.0
15,7,Sedentary,132.0,10,3,14.0
15,7,Sedentary,133.0,10,44,1467.0
15,8,Sedentary,133.0,10,19,154.0
15,8,Sedentary,134.0,10,33,350.0
15,8,Sedentary,135.0,10,12,362.0
15,8,Sedentary,137.0,10,29,910.0
15,8,Sedentary,138.0,10,7,98.0
15,9,Sedentary,138.0,10,49,977.0
15,9,Sedentary,139.0,10,50,1176.0
15,9,Sedentary,140.0,10,40,788.0
15,9,Sedentary,142.0,10,19,128.0
15,10,Sedentary,143.0,10,26,89.0
15,10,Sedentary,145.0,10,12,67.0
15,10,Sedentary,146.0,10,22,293.0
15,10,Sedentary,147.0,10,26,143.0
15,10,Active,148.0,10,8,118.0
15,11,Active,148.0,10,54,612.0
15,11,Active,150.0,10,40,733.0
15,11,Sedentary,153.0,10,27,748.0
15,12,Sedentary,153.0,10,132,1485.0
15,12,Sedentary,154.0,10,54,740.0
15,12,Sedentary,155.0,10,1,1.0
15,12,Sedentary,156.0,10,14,231.0
15,12,Sedentary,158.0,10,11,85.0
15,0,Active,159.0,10,1,0.0
15,0,Active,161.0,10,1,0.0
15,0,Sedentary,162.0,10,1,0.0
15,13,Sedentary,163.0,10,1,4.0
15,14,Sedentary,163.0,10,205,3969.0
15,14,Sedentary,164.0,10,14,605.0
15,14,Sedentary,165.0,10,49,676.0
15,14,Active,166.0,10,1,1.0
15,14,Sedentary,167.0,10,5,57.0
15,15,Active,171.0,10,25,282.0
15,16,Sedentary,173.0,10,50,1099.0
15,16,Sedentary,174.0,10,75,1952.0
15,16,Sedentary,176.0,10,54,606.0
15,0,Active,177.0,10,1,0.0
15,17,Sedentary,178.0,10,29,54.0
15,17,Sedentary,179.0,10,63,1807.0
15,17,Sedentary,180.0,10,32,1149.0
15,17,Sedentary,182.0,10,50,1637.0
15,18,Sedentary,183.0,10,124,4192.0
15,18,Sedentary,186.0,10,15,197.0
15,19,Active,188.0,10,93,1391.0
15,19,Active,189.0,10,43,574.0
15,19,Sedentary,190.0,10,45,565.0
15,19,Active,191.0,10,29,741.0
15,19,Sedentary,192.0,10,13,451.0
15,20,Active,194.0,10,41,461.0
15,20,Sedentary,196.0,10,28,242.0
15,20,Active,197.0,10,46,851.0
15,21,Sedentary,198.0,10,71,2722.0
15,21,Active,199.0,10,61,778.0
15,21,Sedentary,200.0,10,10,145.0
15,0,Active,204.0,10,1,0.0
15,0,Active,205.0,10,1,0.0
15,22,Active,208.0,10,26,244.0
15,22,Active,209.0,10,108,1932.0
15,23,Sedentary,214.0,10,79,2018.0
15,23,Sedentary,215.0,10,22,469.0
15,23,Sedentary,216.0,10,20,288.0
15,23,Sedentary,217.0,10,36,556.0
15,24,Sedentary,218.0,10,77,1221.0
15,24,Sedentary,220.0,10,14,273.0
15,24,Sedentary,221.0,10,22,607.0
15,24,Active,222.0,10,24,426.0
15,25,Sedentary,223.0,10,22,200.0
15,25,Active,224.0,10,166,1945.0
15,25,Active,225.0,10,21,199.0
15,25,Sedentary,226.0,10,32,675.0
15,25,Sedentary,227.0,10,5,14.0
15,26,Sedentary,228.0,10,48,823.0
15,26,Sedentary,229.0,10,61,562.0
15,26,Sedentary,230.0,10,102,3202.0
15,0,Sedentary,231.0,10,1,0.0
15,26,Active,232.0,10,34,1296.0
15,27,Sedentary,234.0,10,71,785.0
15,27,Sedentary,235.0,10,27,205.0
15,27,Sedentary,236.0,10,135,1997.0
15,27,Sedentary,237.0,10,23,223.0
15,28,Sedentary,238.0,10,66,454.0
15,28,Active,239.0,10,20,104.0
15,28,Sedentary,240.0,10,37,281.0
15,28,Sedentary,241.0,10,91,1280.0
15,28,Sedentary,242.0,10,35,996.0
15,29,Sedentary,243.0,10,35,856.0
15,29,Sedentary,244.0,10,130,2248.0
15,29,Sedentary,245.0,10,77,2499.0
15,29,Active,246.0,10,116,1214.0
15,29,Sedentary,247.0,10,26,162.0
15,30,Active,248.0,10,40,867.0
15,0,Sedentary,250.0,10,1,0.0
15,0,Sedentary,251.0,10,1,0.0
15,0,Sedentary,252.0,10,1,0.0
16,1,Sedentary,5.0,13,93,2022.0
16,2,Sedentary,5.0,13,2,78.0
16,2,Sedentary,6.0,13,61,753.0
16,0,Sedentary,7.0,13,1,0.0
16,2,Sedentary,8.0,13,3,26.0
16,2,Sedentary,9.0,13,55,1025.0
16,2,Sedentary,10.0,13,118,2915.0
16,0,Sedentary,13.0,13,1,0.0
16,0,Active,14.0,13,1,0.0
16,3,Sedentary,16.0,13,52,568.0
16,3,Active,19.0,13,2,14.0
16,3,Active,20.0,13,1,2.0
16,4,Sedentary,21.0,13,47,749.0
16,4,Active,23.0,13,14,686.0
16,4,Active,24.0,13,41,1269.0
16,4,Sedentary,25.0,13,27,92.0
16,5,Active,26.0,13,35,716.0
16,0,Sedentary,27.0,13,1,0.0
16,0,Active,29.0,13,1,0.0
16,5,Sedentary,30.0,13,14,324.0
16,0,Active,34.0,13,1,0.0
16,6,Sedentary,36.0,13,16,381.0
16,6,Sedentary,38.0,13,2,14.0
16,0,Active,45.0,13,1,0.0
16,0,Active,47.0,13,1,0.0
16,0,Active,48.0,13,1,0.0
16,0,Active,49.0,13,1,0.0
16,0,Sedentary,50.0,13,1,0.0
16,7,Sedentary,51.0,13,14,405.0
16,0,Active,52.0,13,1,0.0
16,7,Active,53.0,13,1,1.0
16,7,Sedentary,54.0,13,9,307.0
16,8,Sedentary,57.0,13,3,28.0
16,8,Active,58.0,13,2,5.0
16,0,Active,59.0,13,1,0.0
16,9,Active,61.0,13,4,14.0
16,0,Sedentary,64.0,13,1,0.0
16,0,Sedentary,65.0,13,1,0.0
16,10,Sedentary,67.0,13,5,40.0
16,10,Sedentary,69.0,13,7,13.0
16,10,Sedentary,70.0,13,2,7.0
16,11,Sedentary,71.0,13,57,1101.0
16,11,Active,73.0,13,53,1377.0
16,0,Sedentary,75.0,13,1,0.0
16,12,Active,76.0,13,2,3.0
16,0,Sedentary,77.0,13,1,0.0
16,0,Sedentary,78.0,13,1,0.0
16,12,Sedentary,79.0,13,1,1.0
16,0,Active,80.0,13,1,0.0
16,0,Sedentary,81.0,13,1,0.0
16,0,Sedentary,82.0,13,1,0.0
16,0,Sedentary,83.0,13,1,0.0
16,0,Sedentary,84.0,13,1,0.0
16,0,Sedentary,85.0,13,1,0.0
16,0,Sedentary,86.0,13,1,0.0
16,0,Sedentary,87.0,13,1,0.0
16,0,Sedentary,88.0,13,1,0.0
16,0,Sedentary,89.0,13,1,0.0
16,0,Sedentary,90.0,13,1,0.0
16,0,Sedentary,92.0,13,1,0.0
16,0,Sedentary,93.0,13,1,0.0
16,0,Sedentary,94.0,13,1,0.0
16,0,Sedentary,95.0,13,1,0.0
16,13,Active,97.0,13,38,1626.0
16,0,Sedentary,98.0,13,1,0.0
16,13,Sedentary,99.0,13,38,1454.0
16,14,Sedentary,101.0,13,49,1096.0
16,0,Sedentary,102.0,13,1,0.0
16,14,Sedentary,105.0,13,19,393.0
16,15,Active,106.0,13,20,485.0
16,15,Active,107.0,13,3,6.0
16,15,Sedentary,108.0,13,1,1.0
16,0,Active,109.0,13,1,0.0
16,15,Active,110.0,13,22,354.0
16,16,Active,110.0,13,10,67.0
16,16,Active,111.0,13,11,162.0
16,0,Sedentary,113.0,13,1,0.0
16,0,Sedentary,114.0,13,1,0.0
16,16,Sedentary,115.0,13,27,811.0
16,16,Active,116.0,13,8,316.0
16,17,Active,116.0,13,69,1553.0
16,0,Active,117.0,13,1,0.0
16,17,Active,118.0,13,1,8.0
16,0,Sedentary,122.0,13,1,0.0
16,0,Active,123.0,13,1,0.0
16,18,Sedentary,125.0,13,43,1311.0
16,19,Active,126.0,13,1,1.0
16,19,Sedentary,127.0,13,32,472.0
16,19,Active,130.0,13,6,87.0
16,19,Sedentary,131.0,13,3,46.0
16,20,Sedentary,136.0,13,70,925.0
16,20,Active,139.0,13,17,448.0
16,20,Sedentary,140.0,13,16,339.0
16,20,Sedentary,141.0,13,5,54.0
16,21,Sedentary,141.0,13,21,234.0
16,0,Active,142.0,13,1,0.0
16,0,Active,143.0,13,1,0.0
16,21,Active,144.0,13,1,4.0
16,21,Active,145.0,13,25,477.0
16,0,Sedentary,147.0,13,1,0.0
16,0,Active,149.0,13,1,0.0
16,22,Active,150.0,13,2,26.0
16,0,Sedentary,151.0,13,1,0.0
16,0,Sedentary,152.0,13,1,0.0
16,0,Active,154.0,13,1,0.0
16,23,Active,156.0,13,7,114.0
16,23,Sedentary,157.0,13,20,505.0
16,23,Active,158.0,13,4,82.0
16,23,Active,159.0,13,14,689.0
16,24,Sedentary,161.0,13,16,399.0
16,24,Active,162.0,13,2,6.0
16,25,Sedentary,166.0,13,9,391.0
16,25,Active,167.0,13,1,1.0
16,0,Sedentary,168.0,13,1,0.0
16,0,Active,169.0,13,1,0.0
16,26,Sedentary,171.0,13,35,679.0
16,26,Sedentary,172.0,13,1,1.0
16,26,Sedentary,173.0,13,25,954.0
16,26,Active,174.0,13,1,1.0
16,27,Sedentary,178.0,13,3,5.0
16,0,Active,182.0,13,1,0.0
16,0,Sedentary,184.0,13,1,0.0
16,0,Active,185.0,13,1,0.0
16,28,Active,186.0,13,1,1.0
16,29,Active,186.0,13,2,2.0
16,29,Active,189.0,13,10,220.0
16,29,Sedentary,190.0,13,3,30.0
16,30,Sedentary,196.0,13,6,69.0
16,31,Sedentary,196.0,13,31,463.0
16,0,Sedentary,202.0,13,1,0.0
16,0,Sedentary,203.0,13,1,0.0
16,0,Sedentary,204.0,13,1,0.0
16,32,Sedentary,205.0,13,5,92.0
16,32,Sedentary,206.0,13,2,3.0
16,33,Sedentary,206.0,13,26,532.0
16,33,Sedentary,209.0,13,17,502.0
16,33,Sedentary,210.0,13,63,2018.0
16,34,Sedentary,210.0,13,19,462.0
16,34,Active,212.0,13,2,4.0
16,0,Active,213.0,13,1,0.0
17,1,Active,1.0,17,23,834.0
17,2,Sedentary,4.0,17,24,656.0
17,2,Sedentary,7.0,17,46,1455.0
17,3,Sedentary,7.0,17,12,74.0
17,3,Sedentary,8.0,17,27,502.0
17,3,Sedentary,9.0,17,1,1.0
17,4,Active,13.0,17,103,2028.0
17,4,Sedentary,14.0,17,46,396.0
17,4,Sedentary,16.0,17,2,3.0
17,4,Sedentary,17.0,17,1,1.0
17,5,Sedentary,17.0,17,57,1229.0
17,5,Active,18.0,17,104,2148.0
17,0,Active,20.0,17,1,0.0
17,0,Sedentary,21.0,17,1,0.0
17,6,Active,22.0,17,29,665.0
17,6,Active,23.0,17,53,821.0
17,6,Active,24.0,17,13,268.0
17,6,Sedentary,25.0,17,109,2361.0
17,6,Active,26.0,17,21,655.0
17,7,Sedentary,28.0,17,42,726.0
17,7,Sedentary,29.0,17,43,645.0
17,7,Active,30.0,17,112,3467.0
17,7,Active,31.0,17,23,785.0
17,7,Sedentary,32.0,17,36,1172.0
17,8,Sedentary,32.0,17,21,170.0
17,8,Sedentary,33.0,17,55,1246.0
17,8,Sedentary,34.0,17,1,1.0
17,8,Active,35.0,17,25,942.0
17,8,Active,36.0,17,24,909.0
17,9,Sedentary,37.0,17,57,1501.0
17,9,Active,40.0,17,60,983.0
17,9,Active,41.0,17,27,1013.0
17,9,Sedentary,42.0,17,70,2502.0
17,10,Sedentary,42.0,17,81,1477.0
17,10,Active,43.0,17,91,2381.0
17,0,Active,44.0,17,1,0.0
17,10,Active,45.0,17,21,332.0
17,11,Sedentary,48.0,17,42,418.0
17,11,Active,50.0,17,53,1743.0
17,11,Sedentary,51.0,17,2,5.0
17,12,Sedentary,52.0,17,28,636.0
17,12,Sedentary,55.0,17,33,588.0
17,13,Active,57.0,17,37,746.0
17,13,Sedentary,60.0,17,62,2257.0
17,13,Active,61.0,17,32,1038.0
17,14,Sedentary,63.0,17,94,2032.0
17,14,Active,64.0,17,18,175.0
17,14,Sedentary,66.0,17,30,958.0
17,15,Sedentary,68.0,17,59,1078.0
17,16,Active,73.0,17,98,2974.0
17,16,Active,76.0,17,28,492.0
17,17,Active,78.0,17,127,1362.0
17,17,Sedentary,79.0,17,83,1112.0
17,17,Sedentary,80.0,17,46,623.0
17,18,Active,83.0,17,145,1589.0
17,18,Sedentary,86.0,17,57,2516.0
17,18,Sedentary,87.0,17,72,2003.0
17,19,Sedentary,87.0,17,98,3389.0
17,19,Active,88.0,17,202,2952.0
17,19,Sedentary,89.0,17,148,2358.0
17,19,Sedentary,90.0,17,186,7468.0
17,20,Sedentary,94.0,17,2,2.0
17,20,Sedentary,95.0,17,152,3075.0
17,20,Sedentary,97.0,17,1,1.0
17,21,Sedentary,97.0,17,9,49.0
17,21,Sedentary,100.0,17,2,2.0
17,22,Active,104.0,17,1,1.0
17,22,Active,106.0,17,4,12.0
17,23,Active,107.0,17,71,1947.0
17,23,Active,110.0,17,6,122.0
17,23,Active,111.0,17,73,2716.0
17,24,Active,111.0,17,4,11.0
17,24,Active,112.0,17,62,1007.0
17,24,Sedentary,113.0,17,64,1016.0
17,24,Active,116.0,17,60,1888.0
17,25,Sedentary,117.0,17,59,772.0
17,25,Sedentary,118.0,17,29,111.0
17,25,Sedentary,119.0,17,64,2295.0
17,25,Sedentary,120.0,17,121,4863.0
17,26,Sedentary,122.0,17,26,453.0
17,26,Sedentary,124.0,17,17,607.0
17,0,Active,125.0,17,1,0.0
17,26,Active,126.0,17,21,1138.0
17,27,Active,126.0,17,3,79.0
17,0,Sedentary,129.0,17,1,0.0
17,28,Active,133.0,17,53,1066.0
17,28,Sedentary,135.0,17,5,6.0
17,28,Active,136.0,17,59,2045.0
17,29,Active,136.0,17,1,7.0
17,29,Active,139.0,17,25,515.0
17,0,Active,140.0,17,1,0.0
17,30,Active,142.0,17,81,1888.0
17,30,Active,143.0,17,51,1305.0
17,30,Sedentary,144.0,17,2,8.0
17,30,Sedentary,146.0,17,4,8.0
17,0,Active,147.0,17,1,0.0
17,0,Active,148.0,17,1,0.0
17,0,Sedentary,149.0,17,1,0.0
17,0,Sedentary,151.0,17,1,0.0
17,31,Active,152.0,17,2,2.0
17,31,Sedentary,154.0,17,29,580.0
17,32,Active,158.0,17,59,1034.0
17,0,Sedentary,159.0,17,1,0.0
17,32,Active,160.0,17,3,8.0
17,32,Active,161.0,17,40,1207.0
17,33,Active,161.0,17,27,902.0
17,33,Active,162.0,17,50,1086.0
17,33,Sedentary,163.0,17,197,6198.0
17,33,Sedentary,164.0,17,15,105.0
17,33,Sedentary,166.0,17,28,997.0
17,34,Sedentary,167.0,17,64,1427.0
17,34,Active,168.0,17,60,789.0
17,34,Active,169.0,17,2,225.0
17,34,Sedentary,170.0,17,2,7.0
17,34,Active,171.0,17,19,759.0
17,35,Active,171.0,17,30,852.0
17,35,Active,173.0,17,54,907.0
17,35,Active,174.0,17,1,1.0
17,35,Sedentary,175.0,17,62,1206.0
17,36,Active,177.0,17,66,1403.0
17,36,Active,178.0,17,70,1297.0
17,36,Active,179.0,17,38,910.0
17,36,Sedentary,181.0,17,19,641.0
17,37,Sedentary,181.0,17,42,823.0
17,37,Active,182.0,17,46,686.0
17,37,Active,183.0,17,8,37.0
17,37,Active,185.0,17,106,1797.0
17,38,Active,187.0,17,55,570.0
17,38,Active,188.0,17,66,1636.0
17,38,Active,189.0,17,24,726.0
17,39,Sedentary,195.0,17,3,3.0
17,40,Active,198.0,17,52,855.0
17,40,Sedentary,199.0,17,3,3.0
17,41,Active,202.0,17,91,1627.0
17,41,Active,203.0,17,67,1229.0
17,0,Active,209.0,17,1,0.0
18,1,Active,1.0,14,6,1646.0
18,1,Active,2.0,14,6,249.0
18,2,Sedentary,6.0,14,2,70.0
18,2,Active,7.0,14,4,416.0
18,2,Sedentary,8.0,14,4,1659.0
18,2,Active,9.0,14,1,220.0
18,3,Active,12.0,14,2,255.0
18,3,Sedentary,13.0,14,9,648.0
18,0,Active,16.0,14,1,0.0
18,4,Sedentary,17.0,14,10,932.0
18,0,Sedentary,18.0,14,1,0.0
18,0,Active,22.0,14,1,0.0
18,5,Sedentary,23.0,14,18,360.0
18,5,Sedentary,24.0,14,8,436.0
18,6,Active,26.0,14,3,522.0
18,6,Sedentary,27.0,14,50,2561.0
18,6,Sedentary,28.0,14,41,1775.0
18,6,Sedentary,29.0,14,4,89.0
18,7,Sedentary,33.0,14,6,445.0
18,8,Active,39.0,14,1,352.0
18,9,Active,41.0,14,4,75.0
18,9,Sedentary,43.0,14,7,574.0
18,9,Active,44.0,14,4,182.0
18,10,Sedentary,46.0,14,3,91.0
18,10,Active,47.0,14,6,289.0
18,10,Active,48.0,14,3,151.0
18,10,Active,49.0,14,1,260.0
18,11,Active,51.0,14,8,796.0
18,11,Sedentary,52.0,14,11,1404.0
18,11,Sedentary,54.0,14,19,3348.0
18,12,Sedentary,59.0,14,18,3399.0
18,12,Active,60.0,14,1,685.0
18,13,Sedentary,61.0,14,21,6190.0
18,13,Active,62.0,14,22,2332.0
18,0,Sedentary,63.0,14,1,0.0
18,13,Sedentary,65.0,14,11,1334.0
18,14,Sedentary,65.0,14,1,314.0
18,14,Active,67.0,14,21,1125.0
18,0,Active,68.0,14,1,0.0
18,0,Active,69.0,14,1,0.0
18,14,Sedentary,70.0,14,2,21.0
18,15,Sedentary,70.0,14,1,170.0
18,15,Sedentary,72.0,14,2,326.0
18,16,Sedentary,76.0,14,7,76.0
18,16,Active,79.0,14,3,226.0
18,17,Active,82.0,14,20,534.0
18,18,Active,87.0,14,4,613.0
18,0,Sedentary,91.0,14,1,0.0
18,0,Active,92.0,14,1,0.0
18,0,Active,94.0,14,1,0.0
18,19,Active,97.0,14,37,1452.0
18,19,Active,98.0,14,3,244.0
18,19,Active,99.0,14,14,2989.0
18,19,Active,100.0,14,3,597.0
18,20,Active,100.0,14,1,43.0
18,20,Active,102.0,14,10,341.0
18,20,Sedentary,103.0,14,3,106.0
18,21,Active,105.0,14,11,196.0
18,21,Sedentary,107.0,14,6,366.0
18,0,Active,108.0,14,1,0.0
18,21,Sedentary,109.0,14,3,234.0
18,22,Sedentary,113.0,14,1,753.0
18,23,Active,118.0,14,3,89.0
18,24,Active,122.0,14,24,639.0
18,24,Sedentary,124.0,14,43,1779.0
18,25,Active,127.0,14,9,219.0
18,25,Active,128.0,14,3,117.0
18,26,Sedentary,132.0,14,34,1809.0
18,26,Sedentary,133.0,14,54,1503.0
18,26,Active,135.0,14,4,44.0
18,27,Active,135.0,14,3,15.0
18,27,Sedentary,138.0,14,6,250.0
18,27,Sedentary,139.0,14,6,288.0
18,28,Sedentary,141.0,14,9,261.0
18,28,Active,143.0,14,4,365.0
18,29,Sedentary,146.0,14,6,105.0
18,29,Active,148.0,14,4,161.0
18,29,Active,150.0,14,2,248.0
18,30,Active,150.0,14,1,30.0
18,30,Sedentary,151.0,14,8,288.0
18,30,Active,152.0,14,4,401.0
18,30,Sedentary,153.0,14,1,149.0
18,31,Active,156.0,14,1,14.0
18,31,Sedentary,157.0,14,5,381.0
18,0,Active,158.0,14,1,0.0
18,31,Active,159.0,14,3,132.0
18,32,Active,161.0,14,1,383.0
18,33,Sedentary,165.0,14,2,46.0
18,33,Active,166.0,14,5,89.0
18,33,Sedentary,167.0,14,27,638.0
18,33,Sedentary,168.0,14,2,251.0
18,0,Sedentary,169.0,14,1,0.0
18,34,Sedentary,171.0,14,5,461.0
18,34,Sedentary,173.0,14,15,793.0
18,34,Active,174.0,14,1,163.0
18,35,Active,177.0,14,12,555.0
18,36,Active,181.0,14,5,106.0
18,36,Sedentary,182.0,14,11,561.0
18,0,Active,183.0,14,1,0.0
18,36,Sedentary,184.0,14,7,249.0
18,36,Sedentary,185.0,14,2,258.0
18,37,Sedentary,191.0,14,1,6.0
18,37,Active,192.0,14,9,343.0
18,38,Sedentary,196.0,14,6,82.0
18,38,Sedentary,197.0,14,13,169.0
18,39,Sedentary,201.0,14,10,113.0
18,39,Sedentary,202.0,14,36,1257.0
18,39,Active,205.0,14,4,357.0
18,40,Active,205.0,14,3,219.0
18,40,Sedentary,206.0,14,4,44.0
18,40,Sedentary,207.0,14,17,1300.0
18,40,Sedentary,208.0,14,23,703.0
18,40,Active,209.0,14,10,282.0
19,1,Active,2.0,22,95,2312.0
19,1,Sedentary,4.0,22,7,54.0
19,0,Active,7.0,22,1,0.0
19,0,Active,10.0,22,1,0.0
19,2,Active,11.0,22,1,1.0
19,0,Active,19.0,22,1,0.0
19,3,Active,25.0,22,17,1104.0
19,0,Sedentary,28.0,22,1,0.0
19,4,Sedentary,31.0,22,33,1810.0
19,4,Sedentary,32.0,22,93,3562.0
19,4,Active,34.0,22,81,2593.0
19,0,Sedentary,40.0,22,1,0.0
19,5,Active,41.0,22,1,1.0
19,0,Active,42.0,22,1,0.0
19,0,Sedentary,45.0,22,1,0.0
19,0,Sedentary,49.0,22,1,0.0
19,0,Sedentary,51.0,22,1,0.0
19,0,Sedentary,52.0,22,1,0.0
19,0,Sedentary,53.0,22,1,0.0
19,0,Active,54.0,22,1,0.0
